name,ttm,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalOperatingIncomeAsReported,"374,741,000","94,184,000","93,595,000","103,844,000","83,118,000","32,821,000","39,540,000","53,846,000","67,214,000","20,154,000","12,816,000","44,404,000","19,679,000","-18,997,000","-872,000","36,130,000","47,313,000","13,608,000","20,921,000","39,801,000","54,736,000","12,401,000","15,241,000","27,685,000","38,316,000","16,902,000","14,141,000","28,446,000","31,264,000","12,116,000","1,060,000","30,200,000","26,899,000","15,488,000","14,066,000","27,438,000","28,549,000","18,633,000","14,967,000","24,964,000","28,420,000","19,179,000","15,179,000","33,662,000","29,818,000","17,659,000","16,388,000","26,296,000","30,678,000","21,141,000","13,153,000","6,443,000","36,207,000","3,675,000","8,600,000","20,240,000","32,494,000","20,549,000","19,445,000","21,832,000","29,237,000","14,150,000","16,628,000","28,091,000","34,183,000","13,226,000","15,353,000","23,191,000","30,305,000","15,500,000","15,281,000","28,557,000","26,822,000","13,056,000","12,863,000","30,869,000","33,144,000","19,390,000","9,738,000","20,059,000","21,646,000","10,575,000","6,714,000","19,322,000","24,226,000","11,945,000","10,930,000","23,100,000","23,200,000","6,000,000","13,500,000","22,100,000","25,300,000","6,400,000","8,800,000","20,500,000","24,300,000","9,700,000","6,800,000","18,600,000","25,000,000","10,200,000","9,500,000","17,300,000","22,400,000","12,800,000","9,900,000","15,700,000","20,000,000","10,200,000","9,700,000","16,200,000","20,000,000","11,500,000","11,400,000","12,000,000","13,700,000","6,800,000","4,900,000","7,300,000","10,300,000","4,500,000","5,900,000","7,900,000","11,600,000","4,400,000","4,700,000","6,700,000","8,600,000",,,,,,,,,,,,,,,
TotalExpenses,"4,729,452,000","1,175,673,000","1,185,042,000","1,224,640,000","1,144,097,000","1,140,200,000","1,139,409,000","1,217,183,000","1,206,445,000","1,082,758,000","1,101,551,000","1,167,257,000","1,207,593,000","1,091,061,000","1,127,021,000","1,126,396,000","1,121,978,000","852,094,000","820,639,000","809,227,000","785,648,000","613,055,000","604,475,000","591,121,000","576,367,000","436,351,000","426,497,000","429,230,000","428,209,000","376,466,000","393,277,000","404,264,000","402,080,000","368,063,000","372,634,000","392,417,000","402,144,000","358,552,000","357,892,000","380,894,000","394,473,000","340,450,000","339,197,000","361,702,000","387,543,000","329,839,000","338,032,000","348,260,000","347,071,000","315,120,000","335,222,000","375,120,000","359,796,000","333,999,000","332,040,000","347,120,000","357,949,000","317,007,000","321,131,000","348,794,000","357,387,000","319,029,000","341,093,000","330,323,000","323,597,000","293,031,000","303,355,000","298,145,000","303,406,000","267,227,000","276,482,000","297,080,000","291,343,000","262,144,000","276,364,000","302,178,000","307,975,000","263,808,000","244,609,000","246,545,000","250,032,000","219,482,000","230,738,000","239,243,000","246,707,000","216,239,000","220,021,000","237,200,000","237,800,000","214,300,000","221,700,000","226,400,000","216,100,000","196,900,000","187,700,000","198,600,000","183,900,000","168,700,000","176,800,000","186,000,000","188,600,000","161,800,000","170,000,000","186,300,000","185,500,000","158,200,000","161,100,000","172,700,000","180,700,000","153,600,000","146,600,000","165,700,000","174,500,000","142,800,000","151,500,000","158,900,000","160,200,000","141,300,000","109,600,000","116,000,000","114,800,000","97,400,000","92,100,000","107,500,000","111,600,000","90,000,000","88,100,000","94,800,000","96,600,000",,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"211,194,000","53,363,000","66,378,000","51,884,000","39,569,000","14,662,000","-10,170,000","13,006,000","15,370,000","-6,831,000","-26,976,000","25,164,000","-3,933,000","-14,185,000","77,922,000","17,316,000","6,348,000","-5,051,000","21,393,000","23,142,000","15,652,000","-10,041,000","4,291,000","25,553,000","26,934,000","2,224,000","2,990,000","12,132,000","13,783,000","2,449,000","-4,585,000","16,169,000","11,229,000","4,862,000","1,826,000","10,079,000","10,747,000","4,565,000","1,826,000","9,768,000","11,101,000","5,913,000","3,821,000","15,533,000","12,043,000","4,660,000","1,990,000","15,428,000","12,187,000","8,531,000","1,416,000","-3,145,000","15,155,000","-4,335,000","-1,759,000","5,273,000","11,691,000","4,651,000","8,600,000","4,941,000","8,887,000","815,000","1,921,000","8,792,000","11,519,000","719,000","2,322,000","6,108,000","10,623,000","2,795,000","3,550,000","13,846,000","11,900,000","1,407,000","-877,000","9,539,000","10,783,000","3,378,000","-1,672,000","7,915,000","5,009,000","-1,782,000","-4,464,000","6,398,000","6,317,000","-1,957,000","-4,259,000","5,800,000","6,200,000","-4,500,000","1,000,000","7,000,000","9,400,000","-2,500,000","-600,000","6,600,000","9,100,000","100,000","-800,000","6,500,000","9,500,000","900,000","800,000","4,600,000","8,100,000","2,000,000","1,000,000","4,900,000","6,700,000","1,500,000","1,700,000","5,700,000","6,000,000","1,300,000","-1,200,000","1,800,000","3,800,000","-2,300,000","1,200,000","600,000","2,700,000","-1,600,000","-1,200,000","400,000","3,000,000","-2,000,000","-1,700,000","-300,000","1,600,000",,,,,,,,,,,,,,,
NormalizedIncome,"242,282,523.054","61,358,546","63,389,711.752","66,740,000","50,290,876","15,191,728","12,292,830","26,149,049","35,854,622","2,298,900","-1,303,719.558","17,387,340","4,780,279","-14,185,000","77,922,000","17,316,000","6,348,000","-5,051,000","21,393,000","23,142,000","15,652,000","-10,041,000","2,965,841.926","9,810,555","26,934,000","2,224,000","2,990,000","12,132,000","13,783,000","2,449,000","-4,585,000","16,169,000","11,229,000","4,862,000","1,826,000","10,079,000","10,747,000","4,565,000","1,826,000","9,768,000","11,101,000","5,913,000","3,821,000","15,533,000","12,043,000","4,660,000","1,990,000","15,428,000","12,187,000","8,531,000","1,416,000","-3,145,000","15,155,000","-4,335,000","-1,759,000","5,273,000","11,691,000","4,651,000","8,600,000","4,941,000","8,887,000","815,000","1,921,000","8,792,000","11,519,000","719,000","2,322,000","6,108,000","10,623,000","2,795,000","3,550,000","13,846,000","12,101,639.344","1,526,400","-88,600","9,671,600","11,175,592.281","3,921,065.451","-282,134.395","8,788,666.229","6,241,286.594","-953,908.35","-4,464,000","3,681,233.97","6,822,514.356","-1,294,480.731","-1,537,136.782","6,516,853.933","6,983,157.895","-3,717,391.304","1,733,333.333","7,388,888.889","10,157,046.98","-1,750,000","-360,000","6,851,428.571","9,351,034.483","340,000","-500,000","7,362,244.898","10,462,025.316","1,500,000","1,500,000","5,260,000","8,462,686.567","2,606,060.606","1,307,692.308","4,420,000","6,880,000","1,500,000","1,847,826.087","5,968,235.294","6,660,000","1,660,000","-840,000","2,113,043.478","4,220,000","-2,000,000","1,620,000","1,020,000","2,945,454.545","-1,010,526.316","-160,000","820,000","3,533,333.333","-1,640,000","-935,000","-60,000","1,600,000",,,,,,,,,,,,,,,
InterestExpense,"35,920,000","8,746,000","8,957,000","9,033,000","9,184,000","9,561,000","10,144,000","10,965,000","11,995,000","12,886,000","12,889,000","12,827,000","12,744,000","12,046,000","11,262,000","10,697,000","10,440,000","9,470,000","8,704,000","8,452,000","9,808,000","9,361,000","8,164,000","6,686,000","6,718,000","7,347,000","7,373,000","7,333,000","7,343,000","7,223,000","7,254,000","7,361,000","7,409,000","7,379,000","8,155,000","9,033,000",,,,"9,087,000","9,042,000",,,"8,841,000","8,802,000","8,810,000",,"8,866,000","9,935,000","9,258,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-35,920,000","-8,746,000","-8,957,000","-9,033,000","-9,184,000","-9,561,000","-10,144,000","-10,965,000","-11,995,000","-12,886,000","-12,889,000","-12,827,000","-12,744,000","-12,046,000","-11,262,000","-10,697,000","-10,440,000","-9,470,000","-8,704,000","-8,452,000","-9,808,000","-9,361,000","-8,164,000","-6,686,000","-6,718,000","-7,347,000","-7,373,000","-7,333,000","-7,343,000","-7,223,000","-7,254,000","-7,361,000","-7,409,000","-7,379,000","-8,155,000","-9,033,000","-9,079,000","-9,071,000","-9,081,000","-9,087,000","-9,042,000","8,769,000","-8,674,000","-8,841,000","-8,802,000","-8,810,000","-9,320,000","-8,866,000","-9,935,000","-9,258,000","-9,812,000","-9,406,000","-9,949,000","-10,434,000","-10,994,000","-12,135,000","-12,294,000",,"-12,478,000","-12,745,000","-12,843,000","-12,220,000","-12,883,000",,"-12,893,000","-11,498,000","-12,161,000",,"-10,676,000","-10,308,000","-10,213,000","-10,414,000",,,"-13,649,000","-11,454,000","-11,877,000","-12,140,000","-10,077,000","-10,764,000","-11,329,000","-12,152,000","-11,248,000","-13,570,000",,"-13,936,000",,"-13,000,000",,"-11,700,000","-10,800,000","-10,700,000",,,,,"-9,400,000","-9,100,000","-7,700,000","-7,500,000","-7,500,000","-7,700,000","-7,900,000","-8,300,000","-8,500,000","-8,400,000","-8,000,000","-8,000,000","-7,800,000","-7,500,000","-7,200,000","-7,300,000","-8,200,000","-8,300,000","-9,800,000","-9,300,000","-9,200,000",,"-5,200,000","-5,300,000","-5,400,000","-5,700,000","-5,900,000","-6,100,000","-6,300,000","-5,800,000","-5,700,000","-6,300,000","-6,400,000",,,,,,,,,,,,,,,
EBIT,"329,381,000","82,129,000","97,818,000","82,450,000","66,984,000","30,523,000","6,744,000","33,135,000","36,033,000","4,303,000","-14,425,000","56,270,000","9,861,000","-14,487,000","40,393,000","41,356,000","21,764,000","1,362,000","48,891,000","47,126,000","37,770,000","-4,750,000","16,679,000","46,344,000","53,201,000","11,813,000","13,064,000","28,446,000","31,264,000","12,116,000","1,060,000","30,200,000","26,899,000","15,488,000","14,066,000","27,438,000","28,549,000","18,633,000","14,967,000","24,964,000","28,420,000","19,179,000","15,179,000","33,662,000","29,818,000","17,659,000","16,388,000","26,296,000","30,678,000","21,141,000","13,153,000","6,443,000","36,207,000","3,675,000","6,597,000","20,240,000","32,494,000","20,549,000","16,227,000","21,832,000","29,237,000","14,150,000","16,628,000","28,091,000","34,183,000","13,226,000","15,353,000","23,191,000","30,305,000","15,500,000","15,281,000","28,557,000","26,822,000","13,056,000","12,863,000","30,869,000","33,144,000","19,390,000","9,738,000","20,059,000","21,646,000","10,575,000","6,714,000","19,322,000","24,226,000","11,945,000","10,930,000","23,100,000","23,200,000","6,000,000","13,500,000","22,100,000","25,300,000","6,400,000","8,800,000","20,500,000","24,300,000","9,700,000","6,800,000","18,600,000","25,000,000","10,200,000","9,500,000","17,300,000","22,400,000","12,800,000","9,900,000","15,700,000","20,000,000","10,200,000","9,700,000","16,200,000","20,000,000","11,500,000","11,400,000","12,000,000","13,700,000","6,800,000","4,900,000","7,300,000","10,300,000","4,500,000","5,900,000","7,900,000","11,600,000","4,400,000","4,700,000","6,700,000","8,600,000","84,700,000","-216,800,000","86,900,000","92,100,000","70,600,000","-277,200,000","95,600,000","105,100,000","76,900,000","-296,200,000","98,000,000","126,500,000","78,900,000","-220,900,000","93,000,000"
EBITDA,"508,365,000"
ReconciledCostOfRevenue,"3,291,876,000","821,154,000","816,762,000","856,046,000","797,914,000","767,726,000","765,758,000","838,805,000","837,880,000","713,604,000","755,924,000","791,317,000","815,295,000","707,116,000","742,725,000","752,202,000","754,113,000","533,681,000","516,633,000","521,838,000","520,677,000","381,558,000","378,910,000","380,270,000","377,366,000","268,880,000","262,194,000","272,734,000","273,953,000","232,249,000","235,823,000","258,352,000","258,664,000","229,852,000","232,326,000","248,927,000","257,280,000","221,591,000","221,066,000","243,142,000","257,320,000","210,468,000","201,388,000","222,247,000","249,353,000","200,795,000","199,002,000","217,236,000","217,622,000","189,132,000","200,794,000","225,736,000","224,123,000","197,756,000","179,189,000","194,713,000","204,305,000","168,777,000","172,858,000","196,203,000","201,801,000","170,230,000","197,386,000","196,969,000","191,302,000","166,464,000","171,252,000","170,035,000","173,362,000","142,467,000","151,989,000","169,191,000","164,710,000","140,529,000","158,266,000","179,438,000","181,762,000","148,912,000","139,717,000","145,549,000","147,067,000","123,590,000","127,567,000","137,514,000","142,903,000","122,138,000","126,640,000","142,700,000","145,400,000","128,100,000","136,800,000","142,600,000","137,200,000","118,300,000","113,900,000","124,900,000","114,200,000","99,300,000","103,500,000","114,600,000","119,600,000","98,300,000","107,100,000","121,000,000","120,500,000","98,900,000","98,100,000","112,700,000","118,900,000","97,300,000","93,900,000","108,400,000","108,800,000","84,400,000","91,300,000","98,400,000","99,800,000","83,400,000","65,000,000","71,000,000","70,100,000","56,700,000","50,700,000","67,200,000","69,100,000","53,100,000","51,600,000","59,100,000","60,000,000",,,,,,,,,,,,,,,
ReconciledDepreciation,"178,984,000","43,526,000","44,528,000","48,093,000","42,837,000","43,559,000","43,500,000","45,588,000","45,056,000","45,772,000","46,760,000","46,589,000","46,687,000","47,220,000","48,548,000","43,246,000","42,066,000","34,981,000","33,237,000","31,057,000","27,940,000","24,389,000","22,487,000","21,035,000","19,717,000","17,657,000","16,395,000","15,292,000","14,874,000","14,569,000","14,766,000","14,850,000","14,415,000","14,640,000","15,472,000","15,338,000","15,400,000","15,649,000","15,961,000","15,835,000","15,373,000","14,949,000","19,203,000","14,696,000","14,569,000","14,358,000","17,191,000","14,950,000","14,877,000","14,350,000","17,324,000","16,997,000","17,313,000","16,928,000","16,421,000","17,546,000","16,960,000","17,399,000","16,367,000","17,170,000","17,276,000","17,071,000","17,454,000","17,427,000","17,053,000","17,456,000","18,297,000","18,464,000","18,120,000","18,190,000","19,767,000","19,489,000","19,844,000","19,490,000","20,369,000","19,779,000","19,229,000","18,376,000","20,858,000","20,478,000","20,218,000","19,523,000","19,777,000","19,957,000","19,989,000","19,859,000","19,874,000","19,200,000","17,600,000","17,900,000","12,700,000","13,100,000","12,200,000","12,100,000","12,000,000","11,700,000","11,600,000","11,300,000","10,300,000","10,200,000","10,100,000","10,100,000","10,100,000","9,600,000","9,900,000","9,400,000","9,600,000","8,900,000","9,000,000","9,000,000","9,000,000","9,300,000","10,400,000","9,900,000","10,000,000","9,900,000","9,200,000","11,400,000","7,600,000","7,400,000","7,500,000","7,200,000","7,400,000","7,500,000","7,400,000","7,200,000","7,400,000","6,900,000","6,800,000",,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"211,194,000","53,363,000","66,378,000","51,884,000","39,569,000","14,662,000","-10,170,000","13,006,000","15,370,000","-6,831,000","-26,976,000","25,164,000","-3,933,000","-14,185,000","77,922,000","17,316,000","6,348,000","-5,051,000","21,393,000","23,142,000","15,652,000","-10,041,000","4,291,000","25,553,000","26,934,000","2,224,000","2,990,000","12,132,000","13,783,000","2,449,000","-4,585,000","16,169,000","11,229,000","4,862,000","1,826,000","10,079,000","10,747,000","4,565,000","1,826,000","9,768,000","11,101,000","5,913,000","3,821,000","15,533,000","12,043,000","4,660,000","1,990,000","15,428,000","12,187,000","8,531,000","1,416,000","-3,145,000","15,155,000","-4,335,000","-1,759,000","5,273,000","11,691,000","4,651,000","8,600,000","4,941,000","8,887,000","815,000","1,921,000","8,792,000","11,519,000","719,000","2,322,000","6,108,000","10,623,000","2,795,000","3,550,000","13,846,000","11,900,000","1,407,000","-877,000","9,539,000","10,783,000","3,378,000","-1,672,000","7,915,000","5,009,000","-1,782,000","-4,464,000","6,398,000","6,317,000","-1,957,000","-4,259,000","5,800,000","6,200,000","-4,500,000","1,000,000","7,000,000","9,400,000","-2,500,000","-600,000","6,600,000","9,100,000","100,000","-800,000","6,500,000","9,500,000","900,000","800,000","4,600,000","8,100,000","2,000,000","1,000,000","4,900,000","6,700,000","1,500,000","1,700,000","5,700,000","6,000,000","1,300,000","-1,200,000","1,800,000","3,800,000","-2,300,000","1,200,000","600,000","2,700,000","-1,600,000","-1,200,000","400,000","3,000,000","-2,000,000","-1,700,000","-300,000","1,600,000",,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"-41,496,000","-10,998,000","3,858,000","-19,808,000","-14,548,000","-712,000","-30,771,000","-18,749,000","-29,222,000","-14,046,000","-27,183,000","12,543,000","-9,143,000",,"12,893,000",,,,"0","0",,,"2,011,000","22,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-246,000","-199,000","-1,314,000","-221,000","-650,000","-899,000","-1,670,000","-924,000","-2,037,000","-1,369,000",,"4,245,000","-786,000","-1,019,000","-4,163,000","-1,100,000","-1,200,000","-1,200,000","-1,100,000","-600,000","-1,200,000","-1,200,000","-400,000","-400,000","-400,000","-400,000","-500,000","-1,300,000","-1,600,000","-1,000,000","-700,000","-1,100,000","-600,000","-1,000,000","-400,000","800,000","-300,000",,"-200,000","-400,000","-1,100,000","-600,000","-600,000","-400,000","-700,000","-500,000","-700,000","-700,000","-400,000","-700,000","-1,300,000","-700,000","-800,000","-600,000","-900,000","-400,000",,,,,,,,,,,,,,,,
TotalUnusualItems,"-41,496,000","-10,998,000","3,858,000","-19,808,000","-14,548,000","-712,000","-30,771,000","-18,749,000","-29,222,000","-14,046,000","-27,183,000","12,543,000","-9,143,000",,"12,893,000","5,226,000","-25,549,000","12,246,000","0","0","-16,966,000","-17,151,000","2,011,000","22,651,000","14,885,000","-5,089,000","-1,077,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-246,000","-199,000","-1,314,000","-221,000","-650,000","-899,000","-1,670,000","-924,000","-2,037,000","-1,369,000",,"4,245,000","-786,000","-1,019,000","-4,163,000","-1,100,000","-1,200,000","-1,200,000","-1,100,000","-600,000","-1,200,000","-1,200,000","-400,000","-400,000","-400,000","-400,000","-500,000","-1,300,000","-1,600,000","-1,000,000","-700,000","-1,100,000","-600,000","-1,000,000","-400,000","800,000","-300,000",,"-200,000","-400,000","-1,100,000","-600,000","-600,000","-400,000","-700,000","-500,000","-700,000","-700,000","-400,000","-700,000","-1,300,000","-700,000","-800,000","-600,000","-900,000","-400,000",,,,,,,,,,,,,,,,
NormalizedEBITDA,"549,861,000","136,653,000","138,488,000","150,351,000","124,369,000","74,794,000","81,015,000","97,472,000","110,311,000","64,121,000","59,518,000","90,316,000","65,691,000","32,733,000","88,941,000","84,602,000","63,830,000","36,343,000","82,128,000","78,183,000","65,710,000","19,639,000","37,155,000","44,728,000","72,918,000","29,470,000","29,459,000","43,738,000","46,138,000","26,685,000","15,826,000","45,050,000","41,314,000","30,128,000","29,538,000","42,776,000","43,949,000","34,282,000","30,928,000","40,799,000","43,793,000","34,128,000","34,382,000","48,358,000","44,387,000","32,017,000","33,579,000","41,246,000","45,555,000","35,491,000","30,477,000","23,440,000","53,520,000","20,603,000","23,018,000","37,786,000","49,454,000","37,948,000","32,594,000","39,002,000","46,513,000","31,221,000","34,082,000","45,518,000","51,310,000","30,831,000","33,804,000","41,752,000","48,761,000","33,947,000","35,307,000","48,359,000","47,117,000","32,968,000","34,745,000","51,178,000","53,337,000","38,961,000","32,469,000","41,514,000","43,998,000","31,467,000","26,491,000","35,034,000","45,003,000","32,823,000","34,967,000","43,400,000","42,000,000","25,100,000","27,300,000","35,800,000","38,900,000","19,700,000","21,200,000","32,600,000","36,300,000","21,400,000","17,600,000","30,100,000","36,700,000","21,300,000","20,300,000","28,200,000","32,900,000","23,200,000","19,900,000","23,900,000","29,300,000","19,200,000","18,900,000","25,900,000","31,500,000","22,000,000","22,000,000","22,300,000","23,600,000","18,700,000","13,200,000","15,400,000","18,200,000","12,400,000","14,600,000","16,100,000","19,800,000","12,200,000","13,000,000","14,000,000","15,400,000","84,700,000","-216,800,000","86,900,000","92,100,000","70,600,000","-277,200,000","95,600,000","105,100,000","76,900,000","-296,200,000","98,000,000","126,500,000","78,900,000","-220,900,000","93,000,000"
TaxRateForCalcs,"0.251","0.273","0.225","0.25","0.263","0.256","0.27","0.299","0.299","0.35","0.056","0.38","0.047","0.27","0.4","0.383","0.331","0.4","0.4","0.339","0.38","0.36","0.341","0.305","0.378","0.339","0.307","0.351","0.359","0.366","0.389","0.208","0.377","0.301","0.35","0.391","0.389","0.35","0.35","0.308","0.382","0.379","0.35","0.307","0.362","0.35","0.35","0.06","0.377","0.258","0.35","0.143","0.391","0.325","0.278","0.34","0.386","0.392","0.4","0.4","0.4","0.4","0.316","0.4","0.4","0.4","0.177","0.4","0.4","0.4","0.204","0.171","0.18","0.4","0.4","0.4","0.396","0.396","0.168","0.054","0.395","0.395","0.36","0.36","0.357","0.35","0.346","0.348","0.347","0.348","0.333","0.352","0.369","0.375","0.4","0.371","0.372","0.4","0.4","0.337","0.399","0.4","0","0.4","0.396","0.394","0.231","0.4","0.4","0.4","0.261","0.329","0.4","0.4","0.4","0.217","0.4","0.4","0.4","0.4","0.386","0.158","0.2","0.4","0.333","0.4","0.15","0.4","0.273",,,,,,,,,,,,,,,
TaxEffectOfUnusualItems,"-10,407,476.946","-3,002,454","869,711.752","-4,952,000","-3,826,124","-182,272","-8,308,170","-5,605,951","-8,737,378","-4,916,100","-1,510,719.558","4,766,340","-429,721","0","0","0","0","0","0","0","0","0","685,841.926","6,908,555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-44,360.656","-79,600","-525,600","-88,400","-257,407.719","-355,934.549","-280,134.395","-50,333.771","-804,713.406","-540,908.35","0","1,528,233.97","-280,485.644","-356,480.731","-1,441,136.782","-383,146.067","-416,842.105","-417,391.304","-366,666.667","-211,111.111","-442,953.02","-450,000","-160,000","-148,571.429","-148,965.517","-160,000","-200,000","-437,755.102","-637,974.684","-400,000","0","-440,000","-237,313.433","-393,939.394","-92,307.692","320,000","-120,000","0","-52,173.913","-131,764.706","-440,000","-240,000","-240,000","-86,956.522","-280,000","-200,000","-280,000","-280,000","-154,545.455","-110,526.316","-260,000","-280,000","-266,666.667","-240,000","-135,000","-160,000","0",,,,,,,,,,,,,,,